Entity,Code,Year,homicides_rate_100k
Italy,ITA,2000,1.3446523
Italy,ITA,2001,1.243969
Italy,ITA,2002,1.1276963
Italy,ITA,2005,1.0481122
Italy,ITA,2006,1.0696578
Italy,ITA,2007,1.0735221
Italy,ITA,2008,1.0384264
Italy,ITA,2009,0.99055046
Italy,ITA,2010,0.8842834
Italy,ITA,2011,0.9196023
Italy,ITA,2012,0.8805428
Italy,ITA,2013,0.8323302
Italy,ITA,2014,0.7874304
Italy,ITA,2015,0.77864414
Italy,ITA,2016,0.6720047
Italy,ITA,2017,0.6266246
Italy,ITA,2018,0.5995582
Italy,ITA,2019,0.53073996
Jamaica,JAM,2000,33.955986
Jamaica,JAM,2001,43.383774
Jamaica,JAM,2002,39.609688
Jamaica,JAM,2003,36.7782
Jamaica,JAM,2004,55.21721
Jamaica,JAM,2005,62.535885
Jamaica,JAM,2006,49.820415
Jamaica,JAM,2007,58.64015
Jamaica,JAM,2008,59.711445
Jamaica,JAM,2009,61.82042
Jamaica,JAM,2010,52.928127
Jamaica,JAM,2011,41.25747
Jamaica,JAM,2012,39.930183
Jamaica,JAM,2013,43.34454
Jamaica,JAM,2014,36.0921
Jamaica,JAM,2015,43.264412
Jamaica,JAM,2016,48.310635
Jamaica,JAM,2017,58.646004
Jamaica,JAM,2018,45.84195
Jamaica,JAM,2019,47.62289
Japan,JPN,2000,0.53468406
Japan,JPN,2001,0.548535
Japan,JPN,2002,0.5200243
Japan,JPN,2003,0.5466566
Japan,JPN,2004,0.5474998
Japan,JPN,2005,0.5031363
Japan,JPN,2006,0.48396364
Japan,JPN,2007,0.44841498
Japan,JPN,2008,0.5106278
Japan,JPN,2009,0.39495137
Japan,JPN,2010,0.36298227
Japan,JPN,2011,0.34529293
Japan,JPN,2012,0.3355398
Japan,JPN,2013,0.2897894
Japan,JPN,2014,0.30986047
Japan,JPN,2015,0.28526312
Japan,JPN,2016,0.28505316
Japan,JPN,2017,0.24158695
Japan,JPN,2018,0.26454216
Japan,JPN,2019,0.2535939
Jordan,JOR,2007,1.7301421
Jordan,JOR,2008,1.809171
Jordan,JOR,2009,1.5043155
Jordan,JOR,2010,1.6735778
Jordan,JOR,2011,1.9831281
Jordan,JOR,2012,2.2324328
Jordan,JOR,2013,1.8713902
Jordan,JOR,2014,1.9634961
Jordan,JOR,2015,1.5904369
Jordan,JOR,2016,1.3146466
Jordan,JOR,2017,1.3019582
Jordan,JOR,2018,0.8986731
Jordan,JOR,2019,1.1403272
Kazakhstan,KAZ,2000,15.259658
Kazakhstan,KAZ,2001,14.134937
Kazakhstan,KAZ,2002,12.823553
Kazakhstan,KAZ,2003,12.9145565
Kazakhstan,KAZ,2004,13.47127
Kazakhstan,KAZ,2008,11.156719
Kazakhstan,KAZ,2009,10.797221
Kazakhstan,KAZ,2010,8.341434
Kazakhstan,KAZ,2011,8.419846
Kazakhstan,KAZ,2012,7.402269
Kazakhstan,KAZ,2013,6.45692
Kazakhstan,KAZ,2014,5.1386127
Kazakhstan,KAZ,2015,4.782487
Kazakhstan,KAZ,2017,4.995956
Kenya,KEN,2004,3.4482226
Kenya,KEN,2005,3.0231836
Kenya,KEN,2006,2.9951317
Kenya,KEN,2007,2.896301
Kenya,KEN,2008,3.1009858
Kenya,KEN,2009,4.725644
Kenya,KEN,2010,4.638963
Kenya,KEN,2011,5.3265915
Kenya,KEN,2012,5.429288
Kenya,KEN,2014,5.029252
Kenya,KEN,2015,4.825887
Kenya,KEN,2016,4.933743
Kenya,KEN,2017,5.0379853
Kenya,KEN,2018,3.1409333
Kenya,KEN,2019,3.0931406
Latvia,LVA,2000,9.947631
Latvia,LVA,2001,9.282613
Latvia,LVA,2002,9.199775
Latvia,LVA,2012,3.4085884
Latvia,LVA,2013,2.461252
Latvia,LVA,2014,3.1824346
Latvia,LVA,2015,3.3635306
Latvia,LVA,2016,3.496369
Latvia,LVA,2017,4.143514
Latvia,LVA,2018,4.339671
Latvia,LVA,2019,3.391501
Lebanon,LBN,2008,3.744159
Lebanon,LBN,2009,2.9286218
Lebanon,LBN,2010,3.262741
Lebanon,LBN,2011,3.3299925
Lebanon,LBN,2012,3.746376
Lebanon,LBN,2013,4.15577
Lebanon,LBN,2014,3.825102
Lebanon,LBN,2015,3.6099732
Lebanon,LBN,2016,3.7548215
Lebanon,LBN,2017,4.02668
Lebanon,LBN,2018,2.8903487
Lebanon,LBN,2019,3.1477506
Lesotho,LSO,2007,45.123055
Lesotho,LSO,2008,37.69398
Liberia,LBR,2007,2.7527428
Liberia,LBR,2008,4.677729
Liberia,LBR,2009,3.713126
Liberia,LBR,2010,3.2089903
Liberia,LBR,2011,3.8506157
Liberia,LBR,2012,3.1165302
Lithuania,LTU,2000,10.278815
Lithuania,LTU,2001,9.915335
Lithuania,LTU,2002,8.33381
Lithuania,LTU,2004,10.021647
Lithuania,LTU,2005,11.027016
Lithuania,LTU,2006,8.667046
Lithuania,LTU,2007,8.46469
Lithuania,LTU,2008,9.242094
Lithuania,LTU,2009,7.9233346
Lithuania,LTU,2010,6.976703
Lithuania,LTU,2011,6.806896
Lithuania,LTU,2012,6.5941076
Lithuania,LTU,2013,6.5385604
Lithuania,LTU,2014,5.3089767
Lithuania,LTU,2015,5.80343
Lithuania,LTU,2016,5.2153044
Lithuania,LTU,2017,3.4429927
Lithuania,LTU,2018,3.1987455
Lithuania,LTU,2019,3.299307
Luxembourg,LUX,2000,0.9182146
Luxembourg,LUX,2001,2.0396624
Luxembourg,LUX,2002,1.3455554
Luxembourg,LUX,2003,0.66467047
Luxembourg,LUX,2004,0.43688297
Luxembourg,LUX,2005,0.86047506
Luxembourg,LUX,2006,1.4817841
Luxembourg,LUX,2007,1.458733
Luxembourg,LUX,2008,1.6372122
Luxembourg,LUX,2009,1.0042822
Luxembourg,LUX,2010,1.9721162
Luxembourg,LUX,2011,0.7718938
Luxembourg,LUX,2012,0.0
Luxembourg,LUX,2013,0.18413985
Luxembourg,LUX,2014,0.71933454
Luxembourg,LUX,2015,0.87810576
Luxembourg,LUX,2016,0.8571169
Luxembourg,LUX,2017,0.3354115
Luxembourg,LUX,2018,0.49349168
Luxembourg,LUX,2019,0.6451894
Malawi,MWI,2000,6.233644
Malawi,MWI,2001,7.826891
Malawi,MWI,2002,4.8114057
Malawi,MWI,2003,2.4818072
Malawi,MWI,2004,3.3114872
Malawi,MWI,2005,1.5679328
Malawi,MWI,2006,6.25843
Malawi,MWI,2007,5.112829
Malawi,MWI,2008,5.615784
Malawi,MWI,2009,2.2379293
Malawi,MWI,2010,3.5329876
Malawi,MWI,2011,2.2646103
Malawi,MWI,2012,1.7906137
Malaysia,MYS,2000,2.4013789
Malaysia,MYS,2001,2.1960268
Malaysia,MYS,2002,2.3402767
Malaysia,MYS,2003,2.2838054
Malaysia,MYS,2004,1.9618487
Malaysia,MYS,2005,2.329929
Malaysia,MYS,2006,2.21808
Malaysia,MYS,2007,2.406561
Malaysia,MYS,2008,2.1580162
Malaysia,MYS,2009,1.9881488
Malaysia,MYS,2010,1.8803715
Malaysia,MYS,2011,1.8160553
Malaysia,MYS,2012,2.0296552
Malaysia,MYS,2013,2.0806503
Malaysia,MYS,2014,1.666315
Malaysia,MYS,2015,1.6028925
Malaysia,MYS,2016,1.446406
Malaysia,MYS,2017,1.1852711
Malaysia,MYS,2018,0.996936
Malaysia,MYS,2019,0.94500613
Mauritania,MRT,2018,1.241011
Mauritania,MRT,2019,1.0949284
Mexico,MEX,2000,10.970289
Mexico,MEX,2001,10.347677
Mexico,MEX,2002,9.9963255
Mexico,MEX,2003,9.847764
Mexico,MEX,2004,8.974869
Mexico,MEX,2005,9.408928
Mexico,MEX,2006,9.77857
Mexico,MEX,2007,8.187218
Mexico,MEX,2008,12.769354
Mexico,MEX,2009,17.8326
Mexico,MEX,2010,22.88852
Mexico,MEX,2011,23.839584
Mexico,MEX,2012,22.432549
Mexico,MEX,2013,19.663113
Mexico,MEX,2014,16.849691
Mexico,MEX,2015,17.28008
Mexico,MEX,2016,20.209972
Mexico,MEX,2017,26.114616
Mexico,MEX,2018,29.581371
Mexico,MEX,2019,29.308798
"Moldova, Republic of",MDA,2000,10.184465
"Moldova, Republic of",MDA,2001,9.784547
"Moldova, Republic of",MDA,2002,9.668144
"Moldova, Republic of",MDA,2003,7.791925
"Moldova, Republic of",MDA,2004,6.844584
"Moldova, Republic of",MDA,2005,7.3974442
"Moldova, Republic of",MDA,2006,6.6451116
"Moldova, Republic of",MDA,2007,5.5973377
"Moldova, Republic of",MDA,2008,6.1902905
"Moldova, Republic of",MDA,2009,6.560888
"Moldova, Republic of",MDA,2010,7.2046385
"Moldova, Republic of",MDA,2011,6.0081334
"Moldova, Republic of",MDA,2012,6.529443
"Moldova, Republic of",MDA,2013,6.7027063
"Moldova, Republic of",MDA,2014,4.822761
"Moldova, Republic of",MDA,2015,5.7667875
"Moldova, Republic of",MDA,2016,6.201314
"Moldova, Republic of",MDA,2017,4.4332566
"Moldova, Republic of",MDA,2018,5.283533
"Moldova, Republic of",MDA,2019,3.8913121
Mongolia,MNG,2003,13.630294
Mongolia,MNG,2004,13.1208315
Mongolia,MNG,2005,15.551401
Mongolia,MNG,2006,13.01699
Mongolia,MNG,2007,11.321582
Mongolia,MNG,2008,8.048939
Mongolia,MNG,2009,8.212358
Mongolia,MNG,2010,8.843597
Mongolia,MNG,2011,9.694098
Mongolia,MNG,2012,7.1266165
Mongolia,MNG,2013,7.3106775
Mongolia,MNG,2014,7.337686
Mongolia,MNG,2015,7.21815
Mongolia,MNG,2016,6.0735
Mongolia,MNG,2017,6.169192
Mongolia,MNG,2018,6.194708
Mongolia,MNG,2019,6.341979
Montenegro,MNE,2002,4.2671757
Montenegro,MNE,2007,1.898967
Montenegro,MNE,2008,3.8006766
Montenegro,MNE,2009,3.327091
Montenegro,MNE,2010,2.3770134
Montenegro,MNE,2011,3.3238997
Montenegro,MNE,2012,2.6854098
Montenegro,MNE,2013,1.5774226
Montenegro,MNE,2014,3.1531096
Montenegro,MNE,2015,2.6815298
Montenegro,MNE,2016,4.4215403
Montenegro,MNE,2017,2.371774
Montenegro,MNE,2018,2.2171035
Montenegro,MNE,2019,3.6485002
Morocco,MAR,2000,1.6144613
Morocco,MAR,2001,1.8769381
Morocco,MAR,2002,1.576694
Morocco,MAR,2003,1.7194139
Morocco,MAR,2004,1.5649388
Morocco,MAR,2005,1.5411459
Morocco,MAR,2006,1.6151514
Morocco,MAR,2007,1.6553199
Morocco,MAR,2008,1.3466102
Morocco,MAR,2009,1.3481935
Morocco,MAR,2010,1.3891941
Morocco,MAR,2011,1.3402748
Morocco,MAR,2012,1.1483511
Morocco,MAR,2013,1.2690983
Morocco,MAR,2014,1.0365386
Morocco,MAR,2015,1.2427748
Morocco,MAR,2016,1.6919576
Morocco,MAR,2017,2.1419656
Morocco,MAR,2018,1.419525
Morocco,MAR,2019,1.7270631
Mozambique,MOZ,2001,6.037084
Mozambique,MOZ,2002,5.5630007
Mozambique,MOZ,2003,5.4412537
Mozambique,MOZ,2004,5.7376685
Mozambique,MOZ,2005,5.3881245
Mozambique,MOZ,2006,4.311346
Mozambique,MOZ,2007,3.9895654
Mozambique,MOZ,2008,4.554699
Mozambique,MOZ,2009,3.668104
Mozambique,MOZ,2010,3.7921925
Mozambique,MOZ,2011,3.573169
Myanmar,MMR,2000,2.2859862
Myanmar,MMR,2001,1.9906627
Myanmar,MMR,2002,1.7512822
Myanmar,MMR,2003,1.6281545
Myanmar,MMR,2004,1.5695487
Myanmar,MMR,2005,1.4164641
Myanmar,MMR,2006,1.6157784
Myanmar,MMR,2007,1.5460626
Myanmar,MMR,2008,1.6232471
Myanmar,MMR,2009,1.793298
Myanmar,MMR,2010,1.6217533
Myanmar,MMR,2011,2.118707
Myanmar,MMR,2012,2.8595219
Myanmar,MMR,2013,2.4443054
Myanmar,MMR,2014,2.408344
Myanmar,MMR,2015,2.5289435
Myanmar,MMR,2016,2.5803418
Myanmar,MMR,2017,2.6621614
Myanmar,MMR,2018,2.7569962
Myanmar,MMR,2019,2.863865
Namibia,NAM,2000,20.88898
Namibia,NAM,2001,19.015272
Namibia,NAM,2002,18.321177
Namibia,NAM,2004,18.14989
Namibia,NAM,2008,17.36527
Namibia,NAM,2009,18.76282
Namibia,NAM,2010,14.957577
Namibia,NAM,2011,14.444222
Namibia,NAM,2012,17.901054
Namibia,NAM,2018,19.7865
Namibia,NAM,2019,13.038265
Nepal,NPL,2000,2.5855575
Nepal,NPL,2001,3.3979707
Nepal,NPL,2002,3.3869965
Nepal,NPL,2003,2.9474854
Nepal,NPL,2004,3.599451
Nepal,NPL,2005,3.3402941
Nepal,NPL,2006,2.30024
Nepal,NPL,2007,3.1482027
Nepal,NPL,2008,3.3182619
Nepal,NPL,2009,2.9822094
Nepal,NPL,2010,2.9932
Nepal,NPL,2011,2.4902444
Nepal,NPL,2012,2.3490074
Nepal,NPL,2013,2.2131686
Nepal,NPL,2014,2.0318909
Nepal,NPL,2015,2.020983
Nepal,NPL,2016,2.1463552
Nepal,NPL,2017,2.18923
Nepal,NPL,2018,2.2100058
Nepal,NPL,2019,2.2856154
Netherlands,NLD,2000,1.1321371
Netherlands,NLD,2001,1.2639507
Netherlands,NLD,2002,1.2144206
Netherlands,NLD,2003,1.2525128
Netherlands,NLD,2004,1.1793009
Netherlands,NLD,2005,1.0699902
Netherlands,NLD,2006,0.784041
Netherlands,NLD,2007,0.8724176
Netherlands,NLD,2008,0.9112575
Netherlands,NLD,2009,0.93128973
Netherlands,NLD,2010,0.8665763
Netherlands,NLD,2011,0.85621196
Netherlands,NLD,2012,0.86385113
Netherlands,NLD,2013,0.7410766
Netherlands,NLD,2014,0.725489
Netherlands,NLD,2015,0.610289
Netherlands,NLD,2016,0.548921
Netherlands,NLD,2017,0.76712084
Netherlands,NLD,2018,0.5785014
Netherlands,NLD,2019,0.62776226
Nicaragua,NIC,2000,9.291027
Nicaragua,NIC,2001,10.341313
Nicaragua,NIC,2002,10.534311
Nicaragua,NIC,2003,11.929224
Nicaragua,NIC,2004,11.993562
Nicaragua,NIC,2005,13.3646755
Nicaragua,NIC,2006,13.056503
Nicaragua,NIC,2007,12.733052
Nicaragua,NIC,2008,12.9401045
Nicaragua,NIC,2009,13.897943
Nicaragua,NIC,2010,13.405664
Nicaragua,NIC,2011,12.418905
Nicaragua,NIC,2012,11.159739
Nicaragua,NIC,2013,9.706867
Nicaragua,NIC,2014,8.45591
Nicaragua,NIC,2015,8.319312
Nicaragua,NIC,2016,7.0900507
Nicaragua,NIC,2017,6.650689
Nicaragua,NIC,2018,10.376991
Nicaragua,NIC,2019,7.7281795
Niger,NER,2011,4.8081617
Niger,NER,2012,4.3888946
Nigeria,NGA,2016,33.604195
Nigeria,NGA,2019,21.74079
North Macedonia,MKD,2000,2.3062556
North Macedonia,MKD,2001,2.6785054
North Macedonia,MKD,2002,2.905939
North Macedonia,MKD,2003,3.3797772
North Macedonia,MKD,2004,2.360451
North Macedonia,MKD,2006,2.2103956
North Macedonia,MKD,2007,2.0158503
North Macedonia,MKD,2008,1.6776698
North Macedonia,MKD,2009,1.6748115
North Macedonia,MKD,2010,2.053655
North Macedonia,MKD,2011,1.4305472
North Macedonia,MKD,2012,1.3812957
North Macedonia,MKD,2013,1.046515
North Macedonia,MKD,2014,1.662478
North Macedonia,MKD,2015,1.1859796
North Macedonia,MKD,2016,0.90039027
North Macedonia,MKD,2017,1.467818
North Macedonia,MKD,2018,1.1828771
North Macedonia,MKD,2019,1.1351941
Norway,NOR,2000,1.0687563
Norway,NOR,2001,0.81966907
Norway,NOR,2002,1.0135647
Norway,NOR,2004,0.7839248
Norway,NOR,2005,0.71371585
Norway,NOR,2006,0.7079893
Norway,NOR,2007,0.63699996
Norway,NOR,2008,0.71298945
Norway,NOR,2009,0.6005136
Norway,NOR,2010,0.59307843
Norway,NOR,2011,2.2408123
Norway,NOR,2012,0.53794974
Norway,NOR,2013,0.90539265
Norway,NOR,2014,0.56443036
Norway,NOR,2015,0.462396
Norway,NOR,2016,0.51560277
Norway,NOR,2017,0.530565
Norway,NOR,2018,0.47060418
Norway,NOR,2019,0.5235329
Pakistan,PAK,2000,5.7692585
Pakistan,PAK,2001,6.025083
Pakistan,PAK,2002,5.7980137
Pakistan,PAK,2003,5.600543
Pakistan,PAK,2004,5.633799
Pakistan,PAK,2005,5.6098423
Pakistan,PAK,2006,5.6427255
Pakistan,PAK,2007,5.8024063
Pakistan,PAK,2008,6.485706
Pakistan,PAK,2009,6.5699496
Pakistan,PAK,2010,6.7830777
Pakistan,PAK,2011,6.978756
Pakistan,PAK,2012,6.847477
Pakistan,PAK,2013,6.78736
Pakistan,PAK,2014,6.37498
Pakistan,PAK,2015,4.496389
Pakistan,PAK,2016,3.9882948
Pakistan,PAK,2017,3.8058107
Pakistan,PAK,2018,3.7504869
Pakistan,PAK,2019,3.6512518
Panama,PAN,2000,9.960917
Panama,PAN,2001,9.9966545
Panama,PAN,2002,12.047458
Panama,PAN,2003,10.592128
Panama,PAN,2004,9.496469
Panama,PAN,2005,11.010724
Panama,PAN,2006,6.560641
Panama,PAN,2007,8.130285
Panama,PAN,2008,14.10475
Panama,PAN,2009,15.7894335
Panama,PAN,2010,12.694496
Panama,PAN,2011,14.883397
Panama,PAN,2012,16.964672
Panama,PAN,2013,17.348953
Panama,PAN,2014,15.531814
Panama,PAN,2015,11.90266
Panama,PAN,2016,10.058772
Panama,PAN,2017,9.228374
Panama,PAN,2018,9.627263
Panama,PAN,2019,11.34073
Paraguay,PRY,2000,19.41911
Paraguay,PRY,2001,25.213272
Paraguay,PRY,2002,25.952837
Paraguay,PRY,2003,24.004091
Paraguay,PRY,2004,22.321415
Paraguay,PRY,2005,16.195358
Paraguay,PRY,2006,13.406388
Paraguay,PRY,2007,14.006794
Paraguay,PRY,2008,14.756035
Paraguay,PRY,2009,14.397006
Paraguay,PRY,2010,12.845377
Paraguay,PRY,2011,11.242418
Paraguay,PRY,2012,10.95669
Paraguay,PRY,2013,10.057193
Paraguay,PRY,2014,9.489845
Paraguay,PRY,2015,9.987132
Paraguay,PRY,2016,10.675619
Paraguay,PRY,2017,8.512441
Paraguay,PRY,2018,7.713405
Paraguay,PRY,2019,8.483886
Peru,PER,2011,5.4854984
Peru,PER,2012,6.615217
Peru,PER,2013,6.701331
Peru,PER,2014,6.8393073
Peru,PER,2015,7.316391
Peru,PER,2016,7.8213387
Peru,PER,2017,7.868887
Peru,PER,2018,7.613974
Peru,PER,2019,7.2658343
Philippines,PHL,2000,7.3565044
Philippines,PHL,2001,7.3493505
Philippines,PHL,2002,8.061701
Philippines,PHL,2007,6.6568875
Philippines,PHL,2008,6.3779197
Philippines,PHL,2009,9.77762
Philippines,PHL,2010,9.134934
Philippines,PHL,2011,8.811692
Philippines,PHL,2012,8.654289
Philippines,PHL,2016,10.636445
Philippines,PHL,2017,7.746033
Philippines,PHL,2018,5.204993
Philippines,PHL,2019,4.315968
Poland,POL,2000,2.2205236
Poland,POL,2001,2.0070941
Poland,POL,2002,1.8526436
Poland,POL,2008,0.8462503
Poland,POL,2009,1.0037534
Poland,POL,2010,0.9948869
Poland,POL,2011,1.0926741
Poland,POL,2012,1.0588757
Poland,POL,2013,0.79000497
Poland,POL,2014,0.74387264
Poland,POL,2015,0.772959
Poland,POL,2016,0.6747619
Poland,POL,2017,0.74481976
Poland,POL,2018,0.70869595
Poland,POL,2019,0.6572521
Portugal,PRT,2000,1.1261452
Portugal,PRT,2001,1.0123585
Portugal,PRT,2002,1.1408397
Portugal,PRT,2005,1.2828658
Portugal,PRT,2010,1.1710927
Portugal,PRT,2011,1.0790523
Portugal,PRT,2012,1.1594659
Portugal,PRT,2013,1.3760765
Portugal,PRT,2014,0.88390386
Portugal,PRT,2015,0.9647448
Portugal,PRT,2016,0.63874555
Portugal,PRT,2017,0.7373251
Portugal,PRT,2018,0.78718466
Portugal,PRT,2019,0.70943195
Romania,ROU,2000,2.5365107
Romania,ROU,2001,3.2067766
Romania,ROU,2002,3.0295289
Romania,ROU,2003,3.2400243
Romania,ROU,2004,2.2875357
Romania,ROU,2005,2.0528853
Romania,ROU,2006,1.707366
Romania,ROU,2007,1.8270141
Romania,ROU,2008,1.4661968
Romania,ROU,2009,1.2606078
Romania,ROU,2010,1.3080759
Romania,ROU,2011,1.0138334
Romania,ROU,2012,1.0527822
Romania,ROU,2013,1.0863853
Romania,ROU,2014,1.6253384
Romania,ROU,2015,1.7029973
Romania,ROU,2016,1.5456247
Romania,ROU,2017,1.2944916
Romania,ROU,2018,1.275069
Romania,ROU,2019,1.2497303
Russian Federation,RUS,2000,27.981916
Russian Federation,RUS,2001,29.350595
Russian Federation,RUS,2002,30.394917
Russian Federation,RUS,2003,28.813345
Russian Federation,RUS,2004,27.194326
Russian Federation,RUS,2005,24.781633
Russian Federation,RUS,2006,20.122972
Russian Federation,RUS,2007,17.73156
Russian Federation,RUS,2008,12.711187
Russian Federation,RUS,2009,12.334836
Russian Federation,RUS,2010,11.651562
Russian Federation,RUS,2011,11.282427
Russian Federation,RUS,2012,11.311754
Russian Federation,RUS,2013,11.137363
Russian Federation,RUS,2014,11.446784
Russian Federation,RUS,2015,11.506314
Russian Federation,RUS,2016,10.93246
Russian Federation,RUS,2017,9.139064
Russian Federation,RUS,2018,8.214083
Russian Federation,RUS,2019,7.68617
Rwanda,RWA,2006,3.4411838
Rwanda,RWA,2007,2.8141894
Rwanda,RWA,2008,1.4720922
Rwanda,RWA,2010,2.8227677
Rwanda,RWA,2012,2.3615508
Rwanda,RWA,2013,3.2338412
Rwanda,RWA,2014,3.7648048
Rwanda,RWA,2015,2.5165424
Rwanda,RWA,2016,3.2855864
Rwanda,RWA,2017,3.8429024
Rwanda,RWA,2018,2.274213
Rwanda,RWA,2019,3.1476364
Serbia,SRB,2000,2.873338
Serbia,SRB,2001,3.069037
Serbia,SRB,2002,2.5302784
Serbia,SRB,2003,2.2313893
Serbia,SRB,2004,2.0856133
Serbia,SRB,2005,1.8771683
Serbia,SRB,2006,2.0013363
Serbia,SRB,2007,2.2041268
Serbia,SRB,2008,1.8128154
Serbia,SRB,2009,2.0031128
Serbia,SRB,2010,1.7246451
Serbia,SRB,2011,1.6927093
Serbia,SRB,2012,1.4490178
Serbia,SRB,2013,1.8370023
Serbia,SRB,2014,1.5641652
Serbia,SRB,2015,1.3298764
Serbia,SRB,2016,1.5480521
Serbia,SRB,2017,1.1520613
Serbia,SRB,2018,1.4124639
Serbia,SRB,2019,1.1890196
Sierra Leone,SLE,2004,2.024098
Sierra Leone,SLE,2005,1.7419353
Sierra Leone,SLE,2006,1.7384497
Sierra Leone,SLE,2007,2.25621
Sierra Leone,SLE,2008,3.0209196
Sierra Leone,SLE,2009,2.5240252
Sierra Leone,SLE,2010,2.5323544
Sierra Leone,SLE,2011,2.8280268
Sierra Leone,SLE,2012,1.6645583
Sierra Leone,SLE,2015,1.6951996
Slovakia,SVK,2000,2.3992457
Slovakia,SVK,2001,2.1947546
Slovakia,SVK,2002,2.2510765
Slovakia,SVK,2003,2.5491333
Slovakia,SVK,2004,2.0093284
Slovakia,SVK,2005,1.729833
Slovakia,SVK,2006,1.5249472
Slovakia,SVK,2007,1.5246221
Slovakia,SVK,2008,1.5980272
Slovakia,SVK,2009,1.4474126
Slovakia,SVK,2010,1.6492403
Slovakia,SVK,2011,1.7768961
Slovakia,SVK,2012,1.3865052
Slovakia,SVK,2013,1.4405127
Slovakia,SVK,2014,1.328519
Slovakia,SVK,2015,0.8848832
Slovakia,SVK,2016,1.1047275
Slovakia,SVK,2017,1.470746
Slovakia,SVK,2018,1.2300924
Slovakia,SVK,2019,1.3934921
Slovenia,SVN,2000,1.8142061
Slovenia,SVN,2001,1.4123673
Slovenia,SVN,2002,1.8147292
Slovenia,SVN,2003,1.0555886
Slovenia,SVN,2004,1.3522166
Slovenia,SVN,2005,0.99761647
Slovenia,SVN,2006,0.59595656
Slovenia,SVN,2007,1.1862227
Slovenia,SVN,2008,0.4916341
Slovenia,SVN,2009,0.6355172
Slovenia,SVN,2010,0.7291154
Slovenia,SVN,2011,0.7746485
Slovenia,SVN,2012,0.67653966
Slovenia,SVN,2013,0.5790459
Slovenia,SVN,2014,0.7711152
Slovenia,SVN,2015,0.96114016
Slovenia,SVN,2016,0.47846434
Slovenia,SVN,2017,0.90545523
Slovenia,SVN,2018,0.42736584
Slovenia,SVN,2019,0.662596
South Africa,ZAF,2000,46.47828
South Africa,ZAF,2001,45.321045
South Africa,ZAF,2002,45.22097
South Africa,ZAF,2003,41.21067
South Africa,ZAF,2004,38.70371
South Africa,ZAF,2005,37.79902
South Africa,ZAF,2006,38.60441
South Africa,ZAF,2007,36.802876
South Africa,ZAF,2008,35.763294
South Africa,ZAF,2009,32.766747
South Africa,ZAF,2010,30.690401
South Africa,ZAF,2011,29.658684
South Africa,ZAF,2012,30.507084
South Africa,ZAF,2013,31.598028
South Africa,ZAF,2014,32.5327
South Africa,ZAF,2015,33.41834
South Africa,ZAF,2016,33.703003
South Africa,ZAF,2017,35.903187
South Africa,ZAF,2018,36.66225
South Africa,ZAF,2019,36.71214
"Korea, Republic of",KOR,2000,0.79071534
"Korea, Republic of",KOR,2001,0.8650941
"Korea, Republic of",KOR,2002,0.7834618
"Korea, Republic of",KOR,2003,0.81326205
"Korea, Republic of",KOR,2004,0.8798716
"Korea, Republic of",KOR,2005,0.85828435
"Korea, Republic of",KOR,2006,0.86510533
"Korea, Republic of",KOR,2007,0.8925616
"Korea, Republic of",KOR,2008,0.8876776
"Korea, Republic of",KOR,2009,1.0955049
"Korea, Republic of",KOR,2010,0.99283755
"Korea, Republic of",KOR,2011,0.8196075
"Korea, Republic of",KOR,2012,0.8764121
"Korea, Republic of",KOR,2013,0.7026197
"Korea, Republic of",KOR,2014,0.7456776
"Korea, Republic of",KOR,2015,0.73537487
"Korea, Republic of",KOR,2016,0.6938221
"Korea, Republic of",KOR,2017,0.58433396
"Korea, Republic of",KOR,2018,0.5979461
"Korea, Republic of",KOR,2019,0.5733167
Spain,ESP,2000,1.3573333
Spain,ESP,2001,1.4084697
Spain,ESP,2002,1.3597683
Spain,ESP,2003,1.3899982
Spain,ESP,2004,1.2104378
Spain,ESP,2005,1.1857516
Spain,ESP,2006,1.071521
Spain,ESP,2007,1.0652927
Spain,ESP,2008,0.8854267
Spain,ESP,2009,0.8885482
Spain,ESP,2010,0.8610181
Spain,ESP,2011,0.8238954
Spain,ESP,2012,0.77850837
Spain,ESP,2013,0.64802057
Spain,ESP,2014,0.6951536
Spain,ESP,2015,0.65042275
Spain,ESP,2016,0.6326211
Spain,ESP,2017,0.65902215
Spain,ESP,2018,0.61762637
Spain,ESP,2019,0.7022923
Sri Lanka,LKA,2005,6.196037
Sri Lanka,LKA,2006,10.286499
Sri Lanka,LKA,2008,9.869049
Sri Lanka,LKA,2009,5.365562
Sri Lanka,LKA,2010,3.6915977
Sri Lanka,LKA,2011,3.5091517
Sri Lanka,LKA,2012,3.2164214
Sri Lanka,LKA,2013,2.9292407
Sri Lanka,LKA,2014,2.6036446
Sri Lanka,LKA,2015,2.2824526
Sri Lanka,LKA,2016,2.4736886
Sri Lanka,LKA,2017,2.2597492
Sri Lanka,LKA,2018,2.3817568
Sri Lanka,LKA,2019,3.427305
Sweden,SWE,2000,1.0821726
Sweden,SWE,2001,0.97788537
Sweden,SWE,2002,1.1315243
Sweden,SWE,2003,0.9485012
Sweden,SWE,2004,1.1883261
Sweden,SWE,2005,0.916951
Sweden,SWE,2006,0.9994816
Sweden,SWE,2007,1.2112254
Sweden,SWE,2008,0.88847756
Sweden,SWE,2009,0.99984807
Sweden,SWE,2010,0.9699704
Sweden,SWE,2011,0.85556865
