Entity,Code,Year,Life_expectancy
Paraguay,PRY,2007,71.1061
Paraguay,PRY,2008,71.3838
Paraguay,PRY,2009,71.6345
Paraguay,PRY,2010,71.8872
Paraguay,PRY,2011,72.1314
Paraguay,PRY,2012,72.4536
Paraguay,PRY,2013,72.7568
Paraguay,PRY,2014,72.8777
Paraguay,PRY,2015,73.1905
Paraguay,PRY,2016,73.5336
Paraguay,PRY,2017,73.6436
Paraguay,PRY,2018,73.5676
Paraguay,PRY,2019,73.6207
Peru,PER,2000,70.424
Peru,PER,2001,71.0409
Peru,PER,2002,71.6608
Peru,PER,2003,72.2166
Peru,PER,2004,72.668
Peru,PER,2005,72.9858
Peru,PER,2006,73.1721
Peru,PER,2007,73.2227
Peru,PER,2008,73.3772
Peru,PER,2009,73.4661
Peru,PER,2010,73.7106
Peru,PER,2011,74.1327
Peru,PER,2012,74.544
Peru,PER,2013,74.9668
Peru,PER,2014,75.3334
Peru,PER,2015,75.6206
Peru,PER,2016,75.789
Peru,PER,2017,75.879
Peru,PER,2018,76.0089
Peru,PER,2019,76.1559
Philippines,PHL,2000,69.4134
Philippines,PHL,2001,69.6136
Philippines,PHL,2002,69.781
Philippines,PHL,2003,69.9242
Philippines,PHL,2004,70.0367
Philippines,PHL,2005,70.2402
Philippines,PHL,2006,70.2817
Philippines,PHL,2007,70.4832
Philippines,PHL,2008,70.5638
Philippines,PHL,2009,70.6334
Philippines,PHL,2010,70.7542
Philippines,PHL,2011,70.7881
Philippines,PHL,2012,70.8813
Philippines,PHL,2013,70.8349
Philippines,PHL,2014,71.151
Philippines,PHL,2015,71.2684
Philippines,PHL,2016,71.3871
Philippines,PHL,2017,71.5156
Philippines,PHL,2018,71.689
Philippines,PHL,2019,71.8649
Poland,POL,2000,73.7335
Poland,POL,2001,74.2193
Poland,POL,2002,74.5826
Poland,POL,2003,74.7384
Poland,POL,2004,74.972
Poland,POL,2005,75.0936
Poland,POL,2006,75.2835
Poland,POL,2007,75.3386
Poland,POL,2008,75.5842
Poland,POL,2009,75.7811
Poland,POL,2010,76.3175
Poland,POL,2011,76.6506
Poland,POL,2012,76.7138
Poland,POL,2013,76.9705
Poland,POL,2014,77.5691
Poland,POL,2015,77.4151
Poland,POL,2016,77.8025
Poland,POL,2017,77.7205
Poland,POL,2018,77.6282
Poland,POL,2019,77.9272
Portugal,PRT,2000,76.8304
Portugal,PRT,2001,77.1508
Portugal,PRT,2002,77.3676
Portugal,PRT,2003,77.5784
Portugal,PRT,2004,78.4199
Portugal,PRT,2005,78.3053
Portugal,PRT,2006,79.0713
Portugal,PRT,2007,79.281
Portugal,PRT,2008,79.5613
Portugal,PRT,2009,79.7706
Portugal,PRT,2010,80.035
Portugal,PRT,2011,80.4971
Portugal,PRT,2012,80.4784
Portugal,PRT,2013,80.8172
Portugal,PRT,2014,81.2157
Portugal,PRT,2015,81.2093
Portugal,PRT,2016,81.2324
Portugal,PRT,2017,81.498
Portugal,PRT,2018,81.3947
Portugal,PRT,2019,81.7007
Romania,ROU,2000,71.2823
Romania,ROU,2001,71.2944
Romania,ROU,2002,70.7048
Romania,ROU,2003,69.8004
Romania,ROU,2004,69.5031
Romania,ROU,2005,70.6095
Romania,ROU,2006,71.4718
Romania,ROU,2007,72.5458
Romania,ROU,2008,73.6078
Romania,ROU,2009,74.029
Romania,ROU,2010,73.9959
Romania,ROU,2011,74.4314
Romania,ROU,2012,74.3908
Romania,ROU,2013,74.9756
Romania,ROU,2014,74.9279
Romania,ROU,2015,74.7901
Romania,ROU,2016,75.2458
Romania,ROU,2017,75.9519
Romania,ROU,2018,76.1546
Romania,ROU,2019,76.5079
Russian Federation,RUS,2000,65.2711
Russian Federation,RUS,2001,65.4166
Russian Federation,RUS,2002,65.1401
Russian Federation,RUS,2003,65.264
Russian Federation,RUS,2004,65.904
Russian Federation,RUS,2005,66.0746
Russian Federation,RUS,2006,67.2791
Russian Federation,RUS,2007,68.1535
Russian Federation,RUS,2008,68.4943
Russian Federation,RUS,2009,69.2116
Russian Federation,RUS,2010,69.386
Russian Federation,RUS,2011,70.3981
Russian Federation,RUS,2012,70.7695
Russian Federation,RUS,2013,71.3025
Russian Federation,RUS,2014,71.5664
Russian Federation,RUS,2015,72.1006
Russian Federation,RUS,2016,72.6609
Russian Federation,RUS,2017,73.3743
Russian Federation,RUS,2018,73.5306
Russian Federation,RUS,2019,73.9332
Rwanda,RWA,2000,47.1292
Rwanda,RWA,2001,49.0206
Rwanda,RWA,2002,51.0322
Rwanda,RWA,2003,53.3678
Rwanda,RWA,2004,55.4912
Rwanda,RWA,2005,57.316
Rwanda,RWA,2006,58.7137
Rwanda,RWA,2007,59.9653
Rwanda,RWA,2008,61.1342
Rwanda,RWA,2009,61.9578
Rwanda,RWA,2010,62.5397
Rwanda,RWA,2011,63.2615
Rwanda,RWA,2012,64.0094
Rwanda,RWA,2013,64.4257
Rwanda,RWA,2014,64.9401
Rwanda,RWA,2015,65.2977
Rwanda,RWA,2016,65.7373
Rwanda,RWA,2017,65.9409
Rwanda,RWA,2018,66.2505
Rwanda,RWA,2019,66.437
Serbia,SRB,2000,71.4392
Serbia,SRB,2001,72.3072
Serbia,SRB,2002,72.2585
Serbia,SRB,2003,72.4425
Serbia,SRB,2004,72.6165
Serbia,SRB,2005,72.7092
Serbia,SRB,2006,73.3551
Serbia,SRB,2007,73.6228
Serbia,SRB,2008,73.9388
Serbia,SRB,2009,74.0376
Serbia,SRB,2010,74.3753
Serbia,SRB,2011,74.7717
Serbia,SRB,2012,75.1062
Serbia,SRB,2013,75.605
Serbia,SRB,2014,75.7234
Serbia,SRB,2015,75.8172
Serbia,SRB,2016,76.2609
Serbia,SRB,2017,76.213
Serbia,SRB,2018,76.5115
Serbia,SRB,2019,76.704
Sierra Leone,SLE,2000,45.0503
Sierra Leone,SLE,2001,45.6607
Sierra Leone,SLE,2002,46.3586
Sierra Leone,SLE,2003,46.9628
Sierra Leone,SLE,2004,47.5771
Sierra Leone,SLE,2005,48.2373
Sierra Leone,SLE,2006,49.323
Sierra Leone,SLE,2007,50.3654
Sierra Leone,SLE,2008,51.5259
Sierra Leone,SLE,2009,52.6256
Sierra Leone,SLE,2010,53.6932
Sierra Leone,SLE,2011,54.6198
Sierra Leone,SLE,2012,55.451
Sierra Leone,SLE,2013,56.3132
Sierra Leone,SLE,2014,56.3933
Sierra Leone,SLE,2015,57.189
Sierra Leone,SLE,2016,58.4045
Sierra Leone,SLE,2017,58.6517
Sierra Leone,SLE,2018,59.7959
Sierra Leone,SLE,2019,60.2549
Slovakia,SVK,2000,73.1407
Slovakia,SVK,2001,73.5726
Slovakia,SVK,2002,73.7669
Slovakia,SVK,2003,73.82
Slovakia,SVK,2004,74.2186
Slovakia,SVK,2005,74.1572
Slovakia,SVK,2006,74.4167
Slovakia,SVK,2007,74.4951
Slovakia,SVK,2008,74.8642
Slovakia,SVK,2009,75.217
Slovakia,SVK,2010,75.495
Slovakia,SVK,2011,76.0166
Slovakia,SVK,2012,76.1746
Slovakia,SVK,2013,76.5121
Slovakia,SVK,2014,76.847
Slovakia,SVK,2015,76.6493
Slovakia,SVK,2016,77.2146
Slovakia,SVK,2017,77.219
Slovakia,SVK,2018,77.264
Slovakia,SVK,2019,77.6851
Slovenia,SVN,2000,76.1957
Slovenia,SVN,2001,76.5433
Slovenia,SVN,2002,76.7904
Slovenia,SVN,2003,76.6721
Slovenia,SVN,2004,77.4848
Slovenia,SVN,2005,77.7151
Slovenia,SVN,2006,78.4191
Slovenia,SVN,2007,78.5936
Slovenia,SVN,2008,79.1346
Slovenia,SVN,2009,79.2704
Slovenia,SVN,2010,79.7039
Slovenia,SVN,2011,79.9905
Slovenia,SVN,2012,80.1284
Slovenia,SVN,2013,80.336
Slovenia,SVN,2014,80.9406
Slovenia,SVN,2015,80.8218
Slovenia,SVN,2016,81.1577
Slovenia,SVN,2017,81.0714
Slovenia,SVN,2018,81.3581
Slovenia,SVN,2019,81.6042
South Africa,ZAF,2000,58.4704
South Africa,ZAF,2001,57.2614
South Africa,ZAF,2002,55.6662
South Africa,ZAF,2003,54.3308
South Africa,ZAF,2004,54.043
South Africa,ZAF,2005,53.9797
South Africa,ZAF,2006,54.2775
South Africa,ZAF,2007,54.9922
South Africa,ZAF,2008,56.0222
South Africa,ZAF,2009,57.4474
South Africa,ZAF,2010,58.8987
South Africa,ZAF,2011,60.6507
South Africa,ZAF,2012,61.8457
South Africa,ZAF,2013,62.5331
South Africa,ZAF,2014,63.3796
South Africa,ZAF,2015,63.9499
South Africa,ZAF,2016,64.7469
South Africa,ZAF,2017,65.402
South Africa,ZAF,2018,65.6743
South Africa,ZAF,2019,66.175
"Korea, Republic of",KOR,2000,76.4661
"Korea, Republic of",KOR,2001,77.2697
"Korea, Republic of",KOR,2002,77.5435
"Korea, Republic of",KOR,2003,77.5473
"Korea, Republic of",KOR,2004,78.006
"Korea, Republic of",KOR,2005,78.5192
"Korea, Republic of",KOR,2006,79.0754
"Korea, Republic of",KOR,2007,79.48
"Korea, Republic of",KOR,2008,80.0441
"Korea, Republic of",KOR,2009,80.5759
"Korea, Republic of",KOR,2010,80.763
"Korea, Republic of",KOR,2011,81.2098
"Korea, Republic of",KOR,2012,81.3473
"Korea, Republic of",KOR,2013,81.8637
"Korea, Republic of",KOR,2014,82.3781
"Korea, Republic of",KOR,2015,82.5605
"Korea, Republic of",KOR,2016,82.9259
"Korea, Republic of",KOR,2017,83.2855
"Korea, Republic of",KOR,2018,83.3427
"Korea, Republic of",KOR,2019,83.6557
Spain,ESP,2000,79.4172
Spain,ESP,2001,79.7444
Spain,ESP,2002,79.8238
Spain,ESP,2003,79.7548
Spain,ESP,2004,80.3362
Spain,ESP,2005,80.3283
Spain,ESP,2006,80.9725
Spain,ESP,2007,80.9803
Spain,ESP,2008,81.2902
Spain,ESP,2009,81.6408
Spain,ESP,2010,82.0214
Spain,ESP,2011,82.1974
Spain,ESP,2012,82.2112
Spain,ESP,2013,82.7199
Spain,ESP,2014,82.858
Spain,ESP,2015,82.6464
Spain,ESP,2016,83.0411
Spain,ESP,2017,83.0295
Spain,ESP,2018,83.1436
Spain,ESP,2019,83.5321
Sri Lanka,LKA,2000,70.355
Sri Lanka,LKA,2001,70.7866
Sri Lanka,LKA,2002,71.1165
Sri Lanka,LKA,2003,71.3726
Sri Lanka,LKA,2004,67.0914
Sri Lanka,LKA,2005,72.1182
Sri Lanka,LKA,2006,71.9693
Sri Lanka,LKA,2007,72.0488
Sri Lanka,LKA,2008,71.7288
Sri Lanka,LKA,2009,69.1873
Sri Lanka,LKA,2010,73.215
Sri Lanka,LKA,2011,73.38
Sri Lanka,LKA,2012,73.9058
Sri Lanka,LKA,2013,74.2388
Sri Lanka,LKA,2014,74.6508
Sri Lanka,LKA,2015,74.9275
Sri Lanka,LKA,2016,75.3314
Sri Lanka,LKA,2017,75.4035
Sri Lanka,LKA,2018,75.748
Sri Lanka,LKA,2019,76.0084
Sweden,SWE,2000,79.7382
Sweden,SWE,2001,79.8359
Sweden,SWE,2002,79.9347
Sweden,SWE,2003,80.195
Sweden,SWE,2004,80.5462
Sweden,SWE,2005,80.621
Sweden,SWE,2006,80.8317
Sweden,SWE,2007,80.9697
Sweden,SWE,2008,81.1371
Sweden,SWE,2009,81.3631
Sweden,SWE,2010,81.5187
Sweden,SWE,2011,81.7581
Sweden,SWE,2012,81.7296
Sweden,SWE,2013,81.9348
Sweden,SWE,2014,82.2233
Sweden,SWE,2015,82.1834
Sweden,SWE,2016,82.3391
Sweden,SWE,2017,82.4382
Sweden,SWE,2018,82.5326
Sweden,SWE,2019,83.0524
Switzerland,CHE,2000,79.8335
Switzerland,CHE,2001,80.2507
Switzerland,CHE,2002,80.4431
Switzerland,CHE,2003,80.532
Switzerland,CHE,2004,81.0534
Switzerland,CHE,2005,81.2338
Switzerland,CHE,2006,81.5464
Switzerland,CHE,2007,81.6988
Switzerland,CHE,2008,81.9664
Switzerland,CHE,2009,81.985
Switzerland,CHE,2010,82.2831
Switzerland,CHE,2011,82.5707
Switzerland,CHE,2012,82.6158
Switzerland,CHE,2013,82.6903
Switzerland,CHE,2014,83.0849
Switzerland,CHE,2015,82.8468
Switzerland,CHE,2016,83.4452
Switzerland,CHE,2017,83.4125
Switzerland,CHE,2018,83.5615
Switzerland,CHE,2019,83.7802
Syrian Arab Republic,SYR,2000,70.7639
Syrian Arab Republic,SYR,2001,71.6439
Syrian Arab Republic,SYR,2002,71.9394
Syrian Arab Republic,SYR,2003,72.4137
Syrian Arab Republic,SYR,2004,72.4747
Syrian Arab Republic,SYR,2005,72.7685
Syrian Arab Republic,SYR,2006,73.3495
Syrian Arab Republic,SYR,2007,73.7088
Syrian Arab Republic,SYR,2008,73.5508
Syrian Arab Republic,SYR,2009,73.8527
Syrian Arab Republic,SYR,2010,73.8808
Syrian Arab Republic,SYR,2011,73.3053
Syrian Arab Republic,SYR,2012,66.7687
Syrian Arab Republic,SYR,2013,63.8265
Syrian Arab Republic,SYR,2014,63.1529
Syrian Arab Republic,SYR,2015,65.1239
Syrian Arab Republic,SYR,2016,65.9933
Syrian Arab Republic,SYR,2017,68.4811
Syrian Arab Republic,SYR,2018,70.145
Syrian Arab Republic,SYR,2019,71.8224
Tajikistan,TJK,2000,63.2596
Tajikistan,TJK,2001,64.0569
Tajikistan,TJK,2002,64.8464
Tajikistan,TJK,2003,65.5521
Tajikistan,TJK,2004,66.0284
Tajikistan,TJK,2005,66.5143
Tajikistan,TJK,2006,67.0127
Tajikistan,TJK,2007,67.2169
Tajikistan,TJK,2008,67.6884
Tajikistan,TJK,2009,68.0386
Tajikistan,TJK,2010,67.742
Tajikistan,TJK,2011,68.1485
Tajikistan,TJK,2012,68.4841
Tajikistan,TJK,2013,68.8848
Tajikistan,TJK,2014,69.0693
Tajikistan,TJK,2015,69.3059
Tajikistan,TJK,2016,69.5493
Tajikistan,TJK,2017,69.9047
Tajikistan,TJK,2018,70.3532
Tajikistan,TJK,2019,70.8674
"Tanzania, United Republic of",TZA,2000,52.3623
"Tanzania, United Republic of",TZA,2001,53.161
"Tanzania, United Republic of",TZA,2002,53.8634
"Tanzania, United Republic of",TZA,2003,54.8949
"Tanzania, United Republic of",TZA,2004,55.5963
"Tanzania, United Republic of",TZA,2005,56.2991
"Tanzania, United Republic of",TZA,2006,56.9111
"Tanzania, United Republic of",TZA,2007,57.52
"Tanzania, United Republic of",TZA,2008,58.0861
"Tanzania, United Republic of",TZA,2009,58.8937
"Tanzania, United Republic of",TZA,2010,60.1048
"Tanzania, United Republic of",TZA,2011,61.0492
"Tanzania, United Republic of",TZA,2012,62.0303
"Tanzania, United Republic of",TZA,2013,62.9603
"Tanzania, United Republic of",TZA,2014,63.8733
"Tanzania, United Republic of",TZA,2015,64.6507
"Tanzania, United Republic of",TZA,2016,65.3862
"Tanzania, United Republic of",TZA,2017,65.9987
"Tanzania, United Republic of",TZA,2018,66.5346
"Tanzania, United Republic of",TZA,2019,66.9885
Thailand,THA,2000,72.3156
Thailand,THA,2001,72.6127
Thailand,THA,2002,72.9296
Thailand,THA,2003,73.1546
Thailand,THA,2004,73.0797
Thailand,THA,2005,73.8202
Thailand,THA,2006,74.9381
Thailand,THA,2007,75.1872
Thailand,THA,2008,75.4916
Thailand,THA,2009,75.8416
Thailand,THA,2010,76.1313
Thailand,THA,2011,76.4212
Thailand,THA,2012,76.7721
Thailand,THA,2013,77.0827
Thailand,THA,2014,77.4153
Thailand,THA,2015,77.7166
Thailand,THA,2016,78.0489
Thailand,THA,2017,78.3939
Thailand,THA,2018,78.6622
Thailand,THA,2019,78.9751
Trinidad and Tobago,TTO,2000,69.1022
Trinidad and Tobago,TTO,2001,69.6462
Trinidad and Tobago,TTO,2002,70.4878
Trinidad and Tobago,TTO,2003,69.729
Trinidad and Tobago,TTO,2004,71.0756
Trinidad and Tobago,TTO,2005,71.3077
Trinidad and Tobago,TTO,2006,71.256
Trinidad and Tobago,TTO,2007,71.6523
Trinidad and Tobago,TTO,2008,71.4697
Trinidad and Tobago,TTO,2009,73.126
Trinidad and Tobago,TTO,2010,72.7254
Trinidad and Tobago,TTO,2011,73.2779
Trinidad and Tobago,TTO,2012,73.7159
Trinidad and Tobago,TTO,2013,73.9623
Trinidad and Tobago,TTO,2014,74.2152
Trinidad and Tobago,TTO,2015,74.5032
Trinidad and Tobago,TTO,2016,74.281
Trinidad and Tobago,TTO,2017,74.2301
Trinidad and Tobago,TTO,2018,73.8018
Trinidad and Tobago,TTO,2019,74.2279
Tunisia,TUN,2000,73.6901
Tunisia,TUN,2001,73.8156
Tunisia,TUN,2002,74.0595
Tunisia,TUN,2003,74.3054
Tunisia,TUN,2004,74.4902
Tunisia,TUN,2005,74.7642
Tunisia,TUN,2006,74.9215
Tunisia,TUN,2007,75.072
Tunisia,TUN,2008,75.1846
Tunisia,TUN,2009,75.2667
Tunisia,TUN,2010,75.4206
Tunisia,TUN,2011,75.4595
Tunisia,TUN,2012,75.5498
Tunisia,TUN,2013,75.6502
Tunisia,TUN,2014,75.6497
Tunisia,TUN,2015,75.6919
Tunisia,TUN,2016,75.7861
Tunisia,TUN,2017,75.8448
Tunisia,TUN,2018,75.9501
Tunisia,TUN,2019,75.9933
Türkiye,TUR,2000,71.8613
Türkiye,TUR,2001,72.2305
Türkiye,TUR,2002,72.5785
Türkiye,TUR,2003,72.8899
Türkiye,TUR,2004,73.24
Türkiye,TUR,2005,73.5341
Türkiye,TUR,2006,73.8448
Türkiye,TUR,2007,74.1927
Türkiye,TUR,2008,74.4501
Türkiye,TUR,2009,74.7653
Türkiye,TUR,2010,75.0693
Türkiye,TUR,2011,74.9406
Türkiye,TUR,2012,75.678
Türkiye,TUR,2013,76.2968
Türkiye,TUR,2014,76.5648
Türkiye,TUR,2015,76.646
Türkiye,TUR,2016,76.6605
Türkiye,TUR,2017,77.1408
Türkiye,TUR,2018,77.5631
Türkiye,TUR,2019,77.8318
Turkmenistan,TKM,2000,65.0258
Turkmenistan,TKM,2001,65.1555
Turkmenistan,TKM,2002,65.3846
Turkmenistan,TKM,2003,65.7459
Turkmenistan,TKM,2004,66.0747
Turkmenistan,TKM,2005,66.0683
Turkmenistan,TKM,2006,66.4989
Turkmenistan,TKM,2007,66.8948
Turkmenistan,TKM,2008,67.407
Turkmenistan,TKM,2009,67.9583
Turkmenistan,TKM,2010,68.2933
Turkmenistan,TKM,2011,68.567
Turkmenistan,TKM,2012,68.7225
Turkmenistan,TKM,2013,68.7401
Turkmenistan,TKM,2014,68.6135
Turkmenistan,TKM,2015,68.7816
Turkmenistan,TKM,2016,68.7774
Turkmenistan,TKM,2017,68.9158
Turkmenistan,TKM,2018,68.7963
Turkmenistan,TKM,2019,69.0016
Uganda,UGA,2000,48.3415
Uganda,UGA,2001,49.0061
Uganda,UGA,2002,49.6476
Uganda,UGA,2003,50.3682
Uganda,UGA,2004,51.5469
Uganda,UGA,2005,52.9756
Uganda,UGA,2006,54.3688
Uganda,UGA,2007,55.2365
Uganda,UGA,2008,55.823
Uganda,UGA,2009,56.4881
Uganda,UGA,2010,57.0547
Uganda,UGA,2011,57.9651
Uganda,UGA,2012,58.8166
Uganda,UGA,2013,59.7628
Uganda,UGA,2014,60.4081
Uganda,UGA,2015,61.0856
Uganda,UGA,2016,61.6479
Uganda,UGA,2017,62.115
Uganda,UGA,2018,62.7139
Uganda,UGA,2019,62.9913
Ukraine,UKR,2000,67.8555
Ukraine,UKR,2001,68.1814
Ukraine,UKR,2002,68.1732
Ukraine,UKR,2003,68.2087
Ukraine,UKR,2004,68.4016
Ukraine,UKR,2005,68.1506
Ukraine,UKR,2006,68.7406
Ukraine,UKR,2007,68.7657
Ukraine,UKR,2008,69.1168
Ukraine,UKR,2009,70.2472
Ukraine,UKR,2010,70.6207
Ukraine,UKR,2011,71.3872
Ukraine,UKR,2012,71.6273
Ukraine,UKR,2013,71.8617
Ukraine,UKR,2014,72.5905
Ukraine,UKR,2015,73.4581
Ukraine,UKR,2016,74.3121
Ukraine,UKR,2017,74.7181
Ukraine,UKR,2018,74.4122
Ukraine,UKR,2019,74.5364
United Arab Emirates,ARE,2000,74.38
United Arab Emirates,ARE,2001,74.6356
United Arab Emirates,ARE,2002,74.901
United Arab Emirates,ARE,2003,76.2223
United Arab Emirates,ARE,2004,76.4532
United Arab Emirates,ARE,2005,76.6825
United Arab Emirates,ARE,2006,76.9087
United Arab Emirates,ARE,2007,77.1289
United Arab Emirates,ARE,2008,77.4877
United Arab Emirates,ARE,2009,78.003
United Arab Emirates,ARE,2010,78.3335
United Arab Emirates,ARE,2011,78.5168
United Arab Emirates,ARE,2012,78.7155
United Arab Emirates,ARE,2013,78.8528
United Arab Emirates,ARE,2014,79.0442
United Arab Emirates,ARE,2015,79.2232
United Arab Emirates,ARE,2016,79.3347
United Arab Emirates,ARE,2017,79.5036
United Arab Emirates,ARE,2018,79.6274
United Arab Emirates,ARE,2019,79.7262
United Kingdom,GBR,2000,77.8525
United Kingdom,GBR,2001,78.1239
United Kingdom,GBR,2002,78.2411
United Kingdom,GBR,2003,78.334
United Kingdom,GBR,2004,78.9045
United Kingdom,GBR,2005,79.1116
United Kingdom,GBR,2006,79.355
United Kingdom,GBR,2007,79.5424
United Kingdom,GBR,2008,79.6652
United Kingdom,GBR,2009,80.1668
United Kingdom,GBR,2010,80.4008
United Kingdom,GBR,2011,80.8046
United Kingdom,GBR,2012,80.8659
United Kingdom,GBR,2013,80.9291
United Kingdom,GBR,2014,81.1602
United Kingdom,GBR,2015,80.9238
United Kingdom,GBR,2016,81.0747
United Kingdom,GBR,2017,81.1684
United Kingdom,GBR,2018,81.1254
United Kingdom,GBR,2019,81.725
United States,USA,2000,76.8114
United States,USA,2001,76.9285
United States,USA,2002,77.0005
United States,USA,2003,77.1536
United States,USA,2004,77.5581
United States,USA,2005,77.5573
United States,USA,2006,77.8386
United States,USA,2007,78.1004
United States,USA,2008,78.1958
United States,USA,2009,78.564
United States,USA,2010,78.7724
United States,USA,2011,78.82
United States,USA,2012,78.9441
United States,USA,2013,78.9507
United States,USA,2014,79.0175
United States,USA,2015,78.8694
United States,USA,2016,78.8482
United States,USA,2017,78.8213
United States,USA,2018,78.9896
United States,USA,2019,79.138
Uruguay,URY,2000,75.0247
Uruguay,URY,2001,75.2851
Uruguay,URY,2002,75.5399
Uruguay,URY,2003,75.7851
Uruguay,URY,2004,76.0069
Uruguay,URY,2005,76.1935
Uruguay,URY,2006,76.3615
Uruguay,URY,2007,76.4981
Uruguay,URY,2008,76.623
Uruguay,URY,2009,76.7384
Uruguay,URY,2010,76.858
Uruguay,URY,2011,76.9833
Uruguay,URY,2012,77.111
Uruguay,URY,2013,77.24
Uruguay,URY,2014,77.3663
Uruguay,URY,2015,77.4827
Uruguay,URY,2016,77.5707
Uruguay,URY,2017,77.6247
Uruguay,URY,2018,77.611
Uruguay,URY,2019,77.5085
Uzbekistan,UZB,2000,65.7235
Uzbekistan,UZB,2001,66.087
Uzbekistan,UZB,2002,66.6037
Uzbekistan,UZB,2003,67.0397
Uzbekistan,UZB,2004,67.4012
Uzbekistan,UZB,2005,67.4901
Uzbekistan,UZB,2006,67.891
Uzbekistan,UZB,2007,68.2918
Uzbekistan,UZB,2008,68.7646
Uzbekistan,UZB,2009,68.8705
Uzbekistan,UZB,2010,69.2354
Uzbekistan,UZB,2011,69.6487
Uzbekistan,UZB,2012,69.8742
Uzbekistan,UZB,2013,69.9895
Uzbekistan,UZB,2014,70.2343
Uzbekistan,UZB,2015,70.4753
Uzbekistan,UZB,2016,70.7548
Uzbekistan,UZB,2017,71.0095
Uzbekistan,UZB,2018,71.1494
Uzbekistan,UZB,2019,71.3441
"Venezuela, Bolivarian Republic of",VEN,2000,72.4775
"Venezuela, Bolivarian Republic of",VEN,2001,71.2015
"Venezuela, Bolivarian Republic of",VEN,2002,72.6618
"Venezuela, Bolivarian Republic of",VEN,2003,71.9402
"Venezuela, Bolivarian Republic of",VEN,2004,72.514
"Venezuela, Bolivarian Republic of",VEN,2005,72.7825
"Venezuela, Bolivarian Republic of",VEN,2006,72.7418
"Venezuela, Bolivarian Republic of",VEN,2007,73.0583
"Venezuela, Bolivarian Republic of",VEN,2008,72.436
"Venezuela, Bolivarian Republic of",VEN,2009,72.5788
"Venezuela, Bolivarian Republic of",VEN,2010,72.8901
"Venezuela, Bolivarian Republic of",VEN,2011,72.913
"Venezuela, Bolivarian Republic of",VEN,2012,73.0364
"Venezuela, Bolivarian Republic of",VEN,2013,73.1962
"Venezuela, Bolivarian Republic of",VEN,2014,72.8533
"Venezuela, Bolivarian Republic of",VEN,2015,73.0064
"Venezuela, Bolivarian Republic of",VEN,2016,72.0578
"Venezuela, Bolivarian Republic of",VEN,2017,71.943
"Venezuela, Bolivarian Republic of",VEN,2018,71.9788
"Venezuela, Bolivarian Republic of",VEN,2019,72.1614
Viet Nam,VNM,2000,72.462
Viet Nam,VNM,2001,72.6472
Viet Nam,VNM,2002,72.8009
Viet Nam,VNM,2003,72.9803
Viet Nam,VNM,2004,73.135
Viet Nam,VNM,2005,73.2714
Viet Nam,VNM,2006,73.3194
Viet Nam,VNM,2007,73.4361
Viet Nam,VNM,2008,73.411
Viet Nam,VNM,2009,73.4982
Viet Nam,VNM,2010,73.5126
Viet Nam,VNM,2011,73.6921
Viet Nam,VNM,2012,73.7044
Viet Nam,VNM,2013,73.7755
Viet Nam,VNM,2014,73.8545
Viet Nam,VNM,2015,73.8763
Viet Nam,VNM,2016,73.9382
Viet Nam,VNM,2017,73.9632
Viet Nam,VNM,2018,73.9757
Viet Nam,VNM,2019,74.0929
Yemen,YEM,2000,62.588
Yemen,YEM,2001,63.2222
Yemen,YEM,2002,63.9062
Yemen,YEM,2003,64.5411
Yemen,YEM,2004,65.0059
Yemen,YEM,2005,65.543
Yemen,YEM,2006,65.9877
Yemen,YEM,2007,66.5653
Yemen,YEM,2008,66.9629
Yemen,YEM,2009,67.1964
Yemen,YEM,2010,67.28
Yemen,YEM,2011,67.4194
Yemen,YEM,2012,67.3429
Yemen,YEM,2013,67.5451
Yemen,YEM,2014,67.3842
Yemen,YEM,2015,65.8734
Yemen,YEM,2016,66.0641
Yemen,YEM,2017,65.9573
Yemen,YEM,2018,64.5751
Yemen,YEM,2019,65.0917
Zambia,ZMB,2000,45.2312
Zambia,ZMB,2001,46.0188
Zambia,ZMB,2002,46.9791
Zambia,ZMB,2003,48.284
Zambia,ZMB,2004,49.4873
Zambia,ZMB,2005,50.6591
Zambia,ZMB,2006,51.7955
Zambia,ZMB,2007,52.7389
Zambia,ZMB,2008,53.9449
Zambia,ZMB,2009,55.3004
Zambia,ZMB,2010,56.7991
Zambia,ZMB,2011,57.7708
Zambia,ZMB,2012,58.8672
Zambia,ZMB,2013,59.8777
Zambia,ZMB,2014,60.699
Zambia,ZMB,2015,61.2078
Zambia,ZMB,2016,61.7937
Zambia,ZMB,2017,62.1201
Zambia,ZMB,2018,62.3422
Zambia,ZMB,2019,62.7926
Zimbabwe,ZWE,2000,44.6864
Zimbabwe,ZWE,2001,41.9572
Zimbabwe,ZWE,2002,44.5654
Zimbabwe,ZWE,2003,43.3926
Zimbabwe,ZWE,2004,44.5023
Zimbabwe,ZWE,2005,44.7677
Zimbabwe,ZWE,2006,45.3635
Zimbabwe,ZWE,2007,45.6102
Zimbabwe,ZWE,2008,46.7232
Zimbabwe,ZWE,2009,48.0625
Zimbabwe,ZWE,2010,50.6523
Zimbabwe,ZWE,2011,53.347
Zimbabwe,ZWE,2012,55.6263
Zimbabwe,ZWE,2013,57.4577
Zimbabwe,ZWE,2014,58.846
Zimbabwe,ZWE,2015,59.5911
Zimbabwe,ZWE,2016,60.3059
Zimbabwe,ZWE,2017,60.7095
