Entity,Code,Year,Tuberculosis,HepatitisB,Influenza,Inactivated_polio,Measles,Pneumococcus,Polio,Rubella,Rotavirus,Yellow_fever,Diphteria_Tetanus_Pertussis
Bulgaria,BGR,2005,98.0,96.0,,,96.0,,97.0,96.0,,,96.0
Bulgaria,BGR,2006,98.0,96.0,,,96.0,,96.0,96.0,,,95.0
Bulgaria,BGR,2007,98.0,95.0,,,96.0,,95.0,96.0,,,95.0
Bulgaria,BGR,2008,98.0,96.0,,,96.0,,96.0,96.0,,,95.0
Bulgaria,BGR,2009,98.0,96.0,,,96.0,,94.0,96.0,,,94.0
Bulgaria,BGR,2010,98.0,95.0,91.0,,97.0,69.0,94.0,97.0,,,94.0
Bulgaria,BGR,2011,98.0,96.0,95.0,,95.0,94.0,95.0,95.0,,,95.0
Bulgaria,BGR,2012,97.0,95.0,95.0,,94.0,94.0,95.0,94.0,,,95.0
Bulgaria,BGR,2013,97.0,95.0,95.0,,95.0,94.0,95.0,95.0,,,95.0
Bulgaria,BGR,2014,97.0,95.0,83.0,,93.0,92.0,88.0,93.0,,,88.0
Bulgaria,BGR,2015,96.0,92.0,87.0,93.0,92.0,90.0,91.0,92.0,,,91.0
Bulgaria,BGR,2016,96.0,91.0,92.0,94.0,92.0,90.0,92.0,92.0,,,92.0
Bulgaria,BGR,2017,96.0,92.0,92.0,96.0,94.0,91.0,92.0,94.0,,,92.0
Bulgaria,BGR,2018,96.0,85.0,92.0,94.0,93.0,88.0,92.0,93.0,31.0,,92.0
Bulgaria,BGR,2019,96.0,93.0,92.0,96.0,95.0,88.0,93.0,95.0,39.0,,93.0
Burundi,BDI,2000,85.0,,,,72.0,,71.0,,,,80.0
Burundi,BDI,2001,87.0,,,,73.0,,72.0,,,,81.0
Burundi,BDI,2002,88.0,,,,75.0,,74.0,,,,81.0
Burundi,BDI,2003,90.0,,,,76.0,,75.0,,,,82.0
Burundi,BDI,2004,91.0,83.0,83.0,,78.0,,76.0,,,,83.0
Burundi,BDI,2005,89.0,87.0,87.0,,87.0,,82.0,,,,87.0
Burundi,BDI,2006,98.0,92.0,92.0,,92.0,,88.0,,,,92.0
Burundi,BDI,2007,97.0,99.0,99.0,,88.0,,93.0,,,,99.0
Burundi,BDI,2008,99.0,92.0,92.0,,84.0,,89.0,,,,92.0
Burundi,BDI,2009,98.0,94.0,94.0,,91.0,,96.0,,,,94.0
Burundi,BDI,2010,93.0,96.0,96.0,,92.0,,94.0,,,,96.0
Burundi,BDI,2011,90.0,96.0,96.0,,93.0,14.0,95.0,,,,96.0
Burundi,BDI,2012,98.0,96.0,96.0,,93.0,96.0,96.0,,,,96.0
Burundi,BDI,2013,95.0,96.0,96.0,,98.0,96.0,96.0,,,,96.0
Burundi,BDI,2014,92.0,95.0,95.0,,94.0,95.0,95.0,,84.0,,95.0
Burundi,BDI,2015,93.0,94.0,94.0,4.0,93.0,94.0,94.0,,96.0,,94.0
Burundi,BDI,2016,93.0,94.0,94.0,60.0,93.0,94.0,94.0,,96.0,,94.0
Burundi,BDI,2017,92.0,91.0,91.0,0.0,90.0,91.0,91.0,90.0,93.0,,91.0
Burundi,BDI,2018,91.0,90.0,90.0,50.0,88.0,90.0,90.0,88.0,92.0,,90.0
Burundi,BDI,2019,93.0,93.0,93.0,92.0,92.0,93.0,93.0,92.0,95.0,,93.0
Cameroon,CMR,2000,78.0,,,,49.0,,57.0,,,,62.0
Cameroon,CMR,2001,79.0,,,,51.0,,61.0,,,,63.0
Cameroon,CMR,2002,79.0,,,,53.0,,66.0,,,,66.0
Cameroon,CMR,2003,82.0,,,,61.0,,72.0,,,,73.0
Cameroon,CMR,2004,83.0,,,,64.0,,72.0,,,59.0,73.0
Cameroon,CMR,2005,90.0,79.0,,,68.0,,79.0,,,68.0,80.0
Cameroon,CMR,2006,96.0,81.0,,,73.0,,78.0,,,72.0,81.0
Cameroon,CMR,2007,89.0,82.0,,,74.0,,81.0,,,74.0,82.0
Cameroon,CMR,2008,91.0,84.0,,,80.0,,82.0,,,77.0,84.0
Cameroon,CMR,2009,81.0,80.0,80.0,,74.0,,79.0,,,72.0,80.0
Cameroon,CMR,2010,83.0,84.0,84.0,,79.0,,83.0,,,79.0,84.0
Cameroon,CMR,2011,80.0,82.0,82.0,,76.0,23.0,80.0,,,75.0,82.0
Cameroon,CMR,2012,81.0,85.0,85.0,,82.0,84.0,85.0,,,80.0,85.0
Cameroon,CMR,2013,82.0,89.0,89.0,,83.0,88.0,88.0,,,83.0,89.0
Cameroon,CMR,2014,87.0,83.0,83.0,,78.0,83.0,84.0,,34.0,77.0,83.0
Cameroon,CMR,2015,83.0,78.0,78.0,22.0,74.0,77.0,77.0,,61.0,70.0,78.0
Cameroon,CMR,2016,84.0,75.0,75.0,70.0,71.0,72.0,75.0,,68.0,68.0,75.0
Cameroon,CMR,2017,87.0,74.0,74.0,65.0,65.0,72.0,74.0,65.0,70.0,62.0,74.0
Cameroon,CMR,2018,84.0,67.0,67.0,67.0,59.0,67.0,68.0,59.0,65.0,58.0,67.0
Cameroon,CMR,2019,80.0,67.0,67.0,67.0,60.0,67.0,68.0,60.0,65.0,56.0,67.0
Canada,CAN,2003,,14.0,88.0,,95.0,,88.0,95.0,,,91.0
Canada,CAN,2004,,14.0,91.0,,94.0,,91.0,94.0,,,91.0
Canada,CAN,2005,,14.0,93.0,,94.0,,93.0,94.0,,,93.0
Canada,CAN,2006,,14.0,95.0,,93.0,,95.0,93.0,,,95.0
Canada,CAN,2007,,14.0,93.0,,94.0,,99.0,94.0,,,94.0
Canada,CAN,2008,,28.0,92.0,,93.0,42.0,96.0,93.0,,,92.0
Canada,CAN,2009,,42.0,91.0,,91.0,50.0,93.0,91.0,,,91.0
Canada,CAN,2010,,56.0,90.0,,90.0,58.0,90.0,90.0,,,89.0
Canada,CAN,2011,,70.0,89.0,,88.0,66.0,87.0,88.0,,,87.0
Canada,CAN,2012,,70.0,90.0,,89.0,73.0,91.0,89.0,,,91.0
Canada,CAN,2013,,55.0,91.0,,90.0,79.0,91.0,90.0,,,91.0
Canada,CAN,2014,,55.0,91.0,,90.0,79.0,91.0,90.0,,,91.0
Canada,CAN,2015,,69.0,91.0,95.0,89.0,80.0,91.0,89.0,,,91.0
Canada,CAN,2016,,70.0,91.0,95.0,89.0,80.0,91.0,89.0,,,91.0
Canada,CAN,2017,,71.0,91.0,94.0,90.0,81.0,91.0,90.0,79.0,,91.0
Canada,CAN,2018,,71.0,91.0,94.0,90.0,81.0,91.0,90.0,79.0,,91.0
Canada,CAN,2019,,84.0,92.0,94.0,90.0,84.0,92.0,90.0,84.0,,91.0
Canada,CAN,2000,,,88.0,,96.0,,,96.0,,,89.0
Canada,CAN,2001,,,88.0,,95.0,,,95.0,,,89.0
Canada,CAN,2002,,,88.0,,95.0,,88.0,95.0,,,88.0
Chile,CHL,2000,93.0,,91.0,,97.0,,91.0,97.0,,,91.0
Chile,CHL,2001,98.0,,97.0,,96.0,,96.0,96.0,,,97.0
Chile,CHL,2002,96.0,,97.0,,95.0,,97.0,95.0,,,97.0
Chile,CHL,2003,95.0,,96.0,,96.0,,96.0,96.0,,,96.0
Chile,CHL,2004,95.0,,93.0,,94.0,,94.0,94.0,,,93.0
Chile,CHL,2005,95.0,,91.0,,90.0,,92.0,90.0,,,91.0
Chile,CHL,2006,98.0,95.0,94.0,,91.0,,94.0,91.0,,,94.0
Chile,CHL,2007,98.0,92.0,96.0,,92.0,,95.0,92.0,,,96.0
Chile,CHL,2008,99.0,95.0,95.0,,96.0,,95.0,96.0,,,95.0
Chile,CHL,2009,95.0,94.0,94.0,,93.0,,94.0,93.0,,,94.0
Chile,CHL,2010,95.0,92.0,92.0,,93.0,,92.0,93.0,,,92.0
Chile,CHL,2011,91.0,94.0,94.0,,91.0,54.0,93.0,91.0,,,94.0
Chile,CHL,2012,92.0,90.0,90.0,,90.0,82.0,90.0,90.0,,,90.0
Chile,CHL,2013,98.0,90.0,90.0,,90.0,79.0,90.0,90.0,,,91.0
Chile,CHL,2014,98.0,95.0,95.0,,97.0,92.0,95.0,97.0,,,95.0
Chile,CHL,2015,93.0,97.0,97.0,,96.0,90.0,96.0,96.0,,,96.0
Chile,CHL,2016,97.0,95.0,95.0,99.0,93.0,93.0,95.0,93.0,,,95.0
Chile,CHL,2017,96.0,93.0,93.0,98.0,93.0,93.0,93.0,93.0,,,93.0
Chile,CHL,2018,96.0,95.0,95.0,98.0,93.0,93.0,95.0,93.0,,,95.0
Chile,CHL,2019,98.0,96.0,96.0,99.0,95.0,95.0,96.0,95.0,,,96.0
China,CHN,2000,84.0,60.0,,,84.0,,86.0,,,,85.0
China,CHN,2001,85.0,65.0,,,85.0,,86.0,,,,86.0
China,CHN,2002,85.0,70.0,,,85.0,,86.0,,,,86.0
China,CHN,2003,85.0,75.0,,,85.0,,87.0,,,,86.0
China,CHN,2004,86.0,79.0,,,86.0,,87.0,,,,87.0
China,CHN,2005,86.0,84.0,,,86.0,,87.0,,,,87.0
China,CHN,2006,92.0,91.0,,,93.0,,94.0,,,,93.0
China,CHN,2007,94.0,92.0,,,94.0,,94.0,,,,93.0
China,CHN,2008,97.0,95.0,,,97.0,,99.0,,,,97.0
China,CHN,2009,99.0,99.0,,,99.0,,99.0,,,,99.0
China,CHN,2010,99.0,99.0,,,99.0,,99.0,62.0,,,99.0
China,CHN,2011,99.0,99.0,,,99.0,,99.0,86.0,,,99.0
China,CHN,2012,99.0,99.0,,,99.0,,99.0,95.0,,,99.0
China,CHN,2013,99.0,99.0,,,99.0,,99.0,96.0,,,99.0
China,CHN,2014,99.0,99.0,,,99.0,,99.0,98.0,,,99.0
China,CHN,2015,99.0,99.0,,,99.0,,99.0,95.0,,,99.0
China,CHN,2016,99.0,99.0,,,99.0,,99.0,99.0,,,99.0
China,CHN,2017,99.0,99.0,,99.0,99.0,,99.0,99.0,,,99.0
China,CHN,2018,99.0,99.0,,99.0,99.0,,99.0,99.0,,,99.0
China,CHN,2019,99.0,99.0,,99.0,99.0,,99.0,99.0,,,99.0
Colombia,COL,2000,91.0,78.0,65.0,,88.0,,82.0,88.0,,,79.0
Colombia,COL,2001,87.0,80.0,55.0,,93.0,,83.0,93.0,,,80.0
Colombia,COL,2002,87.0,78.0,69.0,,93.0,,83.0,93.0,,,81.0
Colombia,COL,2003,97.0,92.0,93.0,,93.0,,92.0,93.0,,,92.0
Colombia,COL,2004,92.0,89.0,89.0,,92.0,,89.0,92.0,,,89.0
Colombia,COL,2005,94.0,93.0,93.0,,94.0,,93.0,94.0,,,93.0
Colombia,COL,2006,96.0,93.0,93.0,,95.0,,94.0,95.0,,88.0,93.0
Colombia,COL,2007,93.0,94.0,94.0,,95.0,,93.0,95.0,,84.0,94.0
Colombia,COL,2008,93.0,92.0,92.0,,92.0,,92.0,92.0,,81.0,92.0
Colombia,COL,2009,90.0,92.0,92.0,,95.0,,92.0,95.0,55.0,80.0,92.0
Colombia,COL,2010,84.0,88.0,88.0,,88.0,22.0,88.0,88.0,74.0,79.0,88.0
Colombia,COL,2011,87.0,85.0,85.0,,88.0,46.0,85.0,88.0,78.0,88.0,85.0
Colombia,COL,2012,89.0,92.0,92.0,,94.0,84.0,91.0,94.0,87.0,92.0,91.0
Colombia,COL,2013,85.0,91.0,91.0,,92.0,87.0,91.0,92.0,87.0,92.0,91.0
Colombia,COL,2014,89.0,90.0,90.0,,91.0,89.0,90.0,91.0,89.0,92.0,90.0
Colombia,COL,2015,90.0,91.0,91.0,92.0,94.0,91.0,91.0,94.0,91.0,85.0,91.0
Colombia,COL,2016,88.0,91.0,91.0,91.0,93.0,89.0,91.0,93.0,90.0,77.0,91.0
Colombia,COL,2017,91.0,92.0,92.0,92.0,93.0,91.0,92.0,93.0,90.0,88.0,92.0
Colombia,COL,2018,89.0,92.0,92.0,93.0,95.0,94.0,92.0,95.0,92.0,87.0,92.0
Colombia,COL,2019,90.0,92.0,92.0,95.0,95.0,93.0,94.0,95.0,95.0,90.0,94.0
Costa Rica,CRI,2000,95.0,89.0,92.0,,82.0,,80.0,82.0,,,88.0
Costa Rica,CRI,2001,91.0,80.0,89.0,,82.0,,92.0,82.0,,,91.0
Costa Rica,CRI,2002,96.0,94.0,93.0,,94.0,,94.0,94.0,,,94.0
Costa Rica,CRI,2003,93.0,86.0,88.0,,89.0,,88.0,89.0,,,88.0
Costa Rica,CRI,2004,97.0,89.0,90.0,,88.0,,90.0,88.0,,,90.0
Costa Rica,CRI,2005,96.0,90.0,89.0,,89.0,,91.0,89.0,,,91.0
Costa Rica,CRI,2006,95.0,88.0,88.0,,90.0,,89.0,90.0,,,89.0
Costa Rica,CRI,2007,99.0,89.0,88.0,,90.0,,89.0,90.0,,,89.0
Costa Rica,CRI,2008,99.0,89.0,87.0,,89.0,,89.0,89.0,,,90.0
Costa Rica,CRI,2009,91.0,87.0,87.0,,81.0,48.0,80.0,81.0,,,86.0
Costa Rica,CRI,2010,88.0,89.0,90.0,,83.0,94.0,93.0,83.0,,,88.0
Costa Rica,CRI,2011,90.0,84.0,81.0,,83.0,68.0,82.0,83.0,,,85.0
Costa Rica,CRI,2012,91.0,91.0,90.0,,90.0,89.0,90.0,90.0,,,91.0
Costa Rica,CRI,2013,93.0,94.0,95.0,,91.0,94.0,95.0,91.0,,,95.0
Costa Rica,CRI,2014,95.0,91.0,91.0,,95.0,83.0,91.0,95.0,,,91.0
Costa Rica,CRI,2015,99.0,92.0,92.0,93.0,93.0,94.0,92.0,93.0,,,92.0
Costa Rica,CRI,2016,99.0,97.0,97.0,96.0,93.0,94.0,97.0,93.0,,,97.0
Costa Rica,CRI,2017,99.0,97.0,96.0,99.0,96.0,96.0,96.0,96.0,,,96.0
Costa Rica,CRI,2018,99.0,98.0,94.0,95.0,94.0,96.0,94.0,94.0,,,94.0
Costa Rica,CRI,2019,99.0,97.0,96.0,96.0,95.0,95.0,96.0,95.0,59.0,,95.0
Croatia,HRV,2000,98.0,,,,93.0,,94.0,93.0,,,93.0
Croatia,HRV,2001,97.0,,,,94.0,,94.0,94.0,,,94.0
Croatia,HRV,2002,99.0,,79.0,,95.0,,95.0,95.0,,,95.0
Croatia,HRV,2003,98.0,,95.0,,94.0,,95.0,94.0,,,94.0
Croatia,HRV,2004,98.0,,95.0,,96.0,,96.0,96.0,,,96.0
Croatia,HRV,2005,98.0,,96.0,,96.0,,96.0,96.0,,,96.0
Croatia,HRV,2006,99.0,,96.0,,95.0,,96.0,95.0,,,96.0
Croatia,HRV,2007,99.0,94.0,96.0,,96.0,,96.0,96.0,,,96.0
Croatia,HRV,2008,99.0,97.0,96.0,,96.0,,96.0,96.0,,,96.0
Croatia,HRV,2009,99.0,97.0,96.0,,95.0,,96.0,95.0,,,96.0
Croatia,HRV,2010,99.0,97.0,97.0,,96.0,,97.0,96.0,,,97.0
Croatia,HRV,2011,99.0,96.0,96.0,,96.0,,96.0,96.0,,,96.0
Croatia,HRV,2012,99.0,96.0,96.0,,95.0,,96.0,95.0,,,96.0
Croatia,HRV,2013,99.0,96.0,96.0,,94.0,,96.0,94.0,,,96.0
Croatia,HRV,2014,98.0,95.0,95.0,,94.0,,95.0,94.0,,,95.0
Croatia,HRV,2015,98.0,94.0,94.0,98.0,93.0,,94.0,93.0,,,94.0
Croatia,HRV,2016,99.0,92.0,93.0,98.0,90.0,,93.0,90.0,,,93.0
Croatia,HRV,2017,98.0,92.0,92.0,98.0,89.0,,92.0,89.0,,,92.0
Croatia,HRV,2018,98.0,93.0,94.0,98.0,93.0,,94.0,93.0,,,93.0
Croatia,HRV,2019,98.0,93.0,94.0,98.0,93.0,,94.0,93.0,,,94.0
Cyprus,CYP,2000,,89.0,32.0,,86.0,,97.0,86.0,,,97.0
Cyprus,CYP,2001,,89.0,32.0,,86.0,,97.0,86.0,,,97.0
Cyprus,CYP,2002,,88.0,32.0,,86.0,,98.0,86.0,,,98.0
Cyprus,CYP,2003,,88.0,58.0,,86.0,,98.0,86.0,,,98.0
Cyprus,CYP,2004,,88.0,58.0,,86.0,,98.0,86.0,,,98.0
Cyprus,CYP,2005,,88.0,58.0,,86.0,,98.0,86.0,,,98.0
Cyprus,CYP,2006,,93.0,90.0,,87.0,,97.0,87.0,,,97.0
Cyprus,CYP,2007,,93.0,90.0,,87.0,,97.0,87.0,,,97.0
Cyprus,CYP,2008,,93.0,90.0,,87.0,,97.0,87.0,,,97.0
Cyprus,CYP,2009,,96.0,96.0,,87.0,,99.0,87.0,,,99.0
Cyprus,CYP,2010,,96.0,96.0,,87.0,,99.0,87.0,,,99.0
Cyprus,CYP,2011,,96.0,96.0,,87.0,,99.0,87.0,,,99.0
Cyprus,CYP,2012,,96.0,96.0,,86.0,,99.0,86.0,,,99.0
Cyprus,CYP,2013,,96.0,96.0,,86.0,,99.0,86.0,,,99.0
Cyprus,CYP,2014,,96.0,96.0,,86.0,,99.0,86.0,,,99.0
Cyprus,CYP,2015,,97.0,97.0,99.0,90.0,81.0,97.0,90.0,,,97.0
Cyprus,CYP,2016,,97.0,96.0,99.0,90.0,81.0,97.0,90.0,,,97.0
Cyprus,CYP,2017,,97.0,96.0,99.0,90.0,81.0,97.0,90.0,,,97.0
Cyprus,CYP,2018,,97.0,97.0,99.0,90.0,81.0,97.0,90.0,,,99.0
Cyprus,CYP,2019,,94.0,92.0,99.0,86.0,81.0,96.0,86.0,,,96.0
Czechia,CZE,2000,98.0,,,,97.0,,98.0,97.0,,,98.0
Czechia,CZE,2001,98.0,,,,97.0,,97.0,97.0,,,98.0
Czechia,CZE,2002,97.0,86.0,95.0,,98.0,,97.0,98.0,,,98.0
Czechia,CZE,2003,98.0,92.0,97.0,,97.0,,97.0,97.0,,,97.0
Czechia,CZE,2004,99.0,98.0,98.0,,97.0,,96.0,97.0,,,98.0
Czechia,CZE,2005,99.0,99.0,97.0,,97.0,,96.0,97.0,,,97.0
Czechia,CZE,2006,99.0,98.0,97.0,,97.0,,98.0,97.0,,,98.0
Czechia,CZE,2007,99.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Czechia,CZE,2008,99.0,99.0,99.0,,97.0,,99.0,97.0,,,99.0
Czechia,CZE,2009,98.0,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Czechia,CZE,2010,,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Czechia,CZE,2011,,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Czechia,CZE,2012,,99.0,99.0,,98.0,,99.0,98.0,,,99.0
Czechia,CZE,2013,,99.0,99.0,,99.0,,99.0,99.0,,,98.0
Czechia,CZE,2014,,99.0,99.0,,99.0,,99.0,99.0,,,97.0
Czechia,CZE,2015,,97.0,97.0,99.0,99.0,,97.0,99.0,,,97.0
Czechia,CZE,2016,,96.0,96.0,98.0,98.0,,96.0,98.0,,,96.0
Czechia,CZE,2017,,94.0,94.0,98.0,97.0,,94.0,97.0,,,96.0
Czechia,CZE,2018,,96.0,96.0,99.0,96.0,,96.0,96.0,,,97.0
Czechia,CZE,2019,,97.0,97.0,99.0,92.0,,97.0,92.0,,,97.0
Denmark,DNK,2000,,,95.0,,99.0,,97.0,99.0,,,97.0
Denmark,DNK,2001,,,95.0,,94.0,,97.0,94.0,,,97.0
Denmark,DNK,2002,,,96.0,,95.0,,98.0,95.0,,,98.0
Denmark,DNK,2003,,,96.0,,96.0,,96.0,96.0,,,96.0
Denmark,DNK,2004,,,95.0,,96.0,,95.0,96.0,,,95.0
Denmark,DNK,2005,,,93.0,,95.0,,93.0,95.0,,,93.0
Denmark,DNK,2006,,,93.0,,90.0,,93.0,90.0,,,93.0
Denmark,DNK,2007,,,87.0,,89.0,,87.0,89.0,,,87.0
Denmark,DNK,2008,,,88.0,,87.0,,88.0,87.0,,,88.0
Denmark,DNK,2009,,,89.0,,84.0,86.0,89.0,84.0,,,89.0
Denmark,DNK,2010,,,90.0,,85.0,88.0,90.0,85.0,,,90.0
Denmark,DNK,2011,,,91.0,,87.0,90.0,91.0,87.0,,,91.0
Denmark,DNK,2012,,,94.0,,90.0,93.0,94.0,90.0,,,94.0
Denmark,DNK,2013,,,94.0,,89.0,90.0,94.0,89.0,,,94.0
Denmark,DNK,2014,,,94.0,,90.0,93.0,94.0,90.0,,,94.0
Denmark,DNK,2015,,,93.0,96.0,91.0,91.0,93.0,91.0,,,93.0
Denmark,DNK,2016,,,94.0,97.0,94.0,94.0,94.0,94.0,,,94.0
Denmark,DNK,2017,,,98.0,99.0,97.0,97.0,98.0,97.0,,,98.0
Denmark,DNK,2018,,,97.0,97.0,95.0,96.0,97.0,95.0,,,97.0
Denmark,DNK,2019,,,97.0,97.0,96.0,97.0,97.0,96.0,,,97.0
Ecuador,ECU,2000,99.0,36.0,,,99.0,,83.0,99.0,,5.0,87.0
Ecuador,ECU,2001,99.0,69.0,,,99.0,,90.0,99.0,,5.0,89.0
Ecuador,ECU,2002,99.0,75.0,,,99.0,,88.0,99.0,,5.0,88.0
Ecuador,ECU,2003,99.0,82.0,54.0,,99.0,,97.0,99.0,,5.0,87.0
Ecuador,ECU,2004,99.0,88.0,86.0,,99.0,,90.0,99.0,,5.0,88.0
Ecuador,ECU,2005,99.0,92.0,90.0,,93.0,,89.0,93.0,,5.0,92.0
Ecuador,ECU,2006,99.0,96.0,94.0,,97.0,,92.0,97.0,,5.0,96.0
Ecuador,ECU,2007,99.0,94.0,95.0,,98.0,,95.0,98.0,,5.0,96.0
Ecuador,ECU,2008,98.0,93.0,95.0,,98.0,,94.0,98.0,82.0,5.0,96.0
Ecuador,ECU,2009,99.0,91.0,93.0,,97.0,,91.0,97.0,97.0,5.0,94.0
Ecuador,ECU,2010,98.0,90.0,90.0,,95.0,17.0,88.0,95.0,94.0,81.0,91.0
Ecuador,ECU,2011,98.0,88.0,88.0,,94.0,71.0,85.0,94.0,90.0,74.0,88.0
Ecuador,ECU,2012,94.0,88.0,87.0,,96.0,94.0,85.0,96.0,87.0,74.0,87.0
Ecuador,ECU,2013,90.0,87.0,87.0,,97.0,90.0,87.0,97.0,83.0,73.0,87.0
Ecuador,ECU,2014,89.0,83.0,83.0,,85.0,86.0,84.0,85.0,81.0,86.0,83.0
Ecuador,ECU,2015,88.0,78.0,78.0,3.0,84.0,81.0,84.0,84.0,78.0,78.0,78.0
Ecuador,ECU,2016,84.0,83.0,83.0,79.0,86.0,84.0,79.0,86.0,80.0,81.0,83.0
Ecuador,ECU,2017,88.0,85.0,85.0,83.0,81.0,84.0,83.0,81.0,84.0,84.0,85.0
Ecuador,ECU,2018,90.0,85.0,85.0,69.0,83.0,85.0,85.0,83.0,85.0,85.0,85.0
Ecuador,ECU,2019,86.0,85.0,85.0,85.0,83.0,83.0,85.0,83.0,85.0,84.0,85.0
Egypt,EGY,2000,98.0,98.0,,,98.0,,98.0,97.0,,,98.0
Egypt,EGY,2001,98.0,99.0,,,97.0,,99.0,99.0,,,99.0
Egypt,EGY,2002,98.0,97.0,,,97.0,,97.0,96.0,,,97.0
Egypt,EGY,2003,98.0,98.0,,,98.0,,98.0,97.0,,,98.0
Egypt,EGY,2004,98.0,97.0,,,97.0,,97.0,96.0,,,97.0
Egypt,EGY,2005,98.0,98.0,,,98.0,,98.0,97.0,,,98.0
Egypt,EGY,2006,99.0,98.0,,,98.0,,98.0,97.0,,,98.0
Egypt,EGY,2007,98.0,98.0,,,97.0,,98.0,97.0,,,98.0
Egypt,EGY,2008,98.0,97.0,,,92.0,,97.0,92.0,,,97.0
Egypt,EGY,2009,98.0,97.0,,,95.0,,97.0,95.0,,,97.0
Egypt,EGY,2010,98.0,97.0,,,96.0,,97.0,96.0,,,97.0
Egypt,EGY,2011,98.0,96.0,,,96.0,,96.0,96.0,,,96.0
Egypt,EGY,2012,95.0,93.0,,,93.0,,93.0,93.0,,,93.0
Egypt,EGY,2013,98.0,97.0,,,96.0,,97.0,96.0,,,97.0
Egypt,EGY,2014,96.0,94.0,94.0,,93.0,,94.0,93.0,,,94.0
Egypt,EGY,2015,96.0,93.0,93.0,,92.0,,93.0,92.0,,,93.0
Egypt,EGY,2016,96.0,95.0,95.0,,95.0,,95.0,95.0,,,95.0
Egypt,EGY,2017,86.0,94.0,94.0,,94.0,,94.0,94.0,,,94.0
Egypt,EGY,2018,95.0,95.0,95.0,,94.0,,95.0,94.0,,,95.0
Egypt,EGY,2019,96.0,95.0,95.0,96.0,95.0,,95.0,95.0,,,95.0
El Salvador,SLV,2000,99.0,99.0,,,97.0,,98.0,97.0,,,99.0
El Salvador,SLV,2001,92.0,75.0,,,95.0,,94.0,95.0,,,92.0
El Salvador,SLV,2002,92.0,81.0,81.0,,93.0,,81.0,93.0,,,81.0
El Salvador,SLV,2003,91.0,94.0,94.0,,90.0,,93.0,90.0,,,94.0
El Salvador,SLV,2004,94.0,90.0,90.0,,93.0,,90.0,93.0,,,90.0
El Salvador,SLV,2005,84.0,89.0,89.0,,99.0,,89.0,99.0,,,89.0
El Salvador,SLV,2006,93.0,96.0,96.0,,98.0,,96.0,98.0,25.0,,96.0
El Salvador,SLV,2007,99.0,99.0,99.0,,99.0,,99.0,99.0,78.0,,99.0
El Salvador,SLV,2008,99.0,98.0,98.0,,95.0,,98.0,95.0,83.0,,98.0
El Salvador,SLV,2009,99.0,91.0,91.0,,91.0,,91.0,91.0,62.0,,91.0
El Salvador,SLV,2010,96.0,89.0,89.0,,92.0,69.0,89.0,92.0,90.0,,89.0
El Salvador,SLV,2011,95.0,89.0,89.0,,89.0,98.0,90.0,89.0,90.0,,89.0
El Salvador,SLV,2012,90.0,92.0,92.0,,93.0,94.0,93.0,93.0,93.0,,92.0
El Salvador,SLV,2013,90.0,92.0,92.0,,94.0,92.0,92.0,94.0,92.0,,92.0
El Salvador,SLV,2014,85.0,93.0,93.0,,95.0,86.0,93.0,95.0,96.0,,94.0
El Salvador,SLV,2015,99.0,91.0,91.0,,95.0,98.0,92.0,95.0,93.0,,91.0
El Salvador,SLV,2016,87.0,93.0,93.0,90.0,90.0,90.0,95.0,90.0,93.0,,93.0
El Salvador,SLV,2017,83.0,85.0,85.0,82.0,85.0,87.0,89.0,85.0,84.0,,85.0
El Salvador,SLV,2018,81.0,81.0,81.0,81.0,81.0,75.0,83.0,81.0,82.0,,81.0
El Salvador,SLV,2019,78.0,81.0,81.0,81.0,82.0,82.0,81.0,82.0,82.0,,81.0
Estonia,EST,2000,99.0,,,,93.0,,93.0,93.0,,,93.0
Estonia,EST,2001,99.0,,,,95.0,,94.0,95.0,,,94.0
Estonia,EST,2002,99.0,,,,95.0,,94.0,95.0,,,94.0
Estonia,EST,2003,99.0,,,,95.0,,95.0,95.0,,,94.0
Estonia,EST,2004,99.0,90.0,27.0,,96.0,,95.0,96.0,,,94.0
Estonia,EST,2005,99.0,95.0,37.0,,96.0,,96.0,96.0,,,96.0
Estonia,EST,2006,99.0,95.0,88.0,,96.0,,95.0,96.0,,,95.0
Estonia,EST,2007,98.0,95.0,95.0,,96.0,,95.0,96.0,,,95.0
Estonia,EST,2008,98.0,94.0,95.0,,95.0,,95.0,95.0,,,95.0
Estonia,EST,2009,97.0,95.0,95.0,,95.0,,95.0,95.0,,,95.0
Estonia,EST,2010,97.0,94.0,94.0,,95.0,,94.0,95.0,,,94.0
Estonia,EST,2011,99.0,94.0,93.0,,94.0,,93.0,94.0,,,93.0
Estonia,EST,2012,97.0,94.0,94.0,,94.0,,94.0,94.0,,,94.0
Estonia,EST,2013,96.0,93.0,94.0,,94.0,,94.0,94.0,,,94.0
Estonia,EST,2014,95.0,93.0,93.0,,93.0,,93.0,93.0,32.0,,93.0
Estonia,EST,2015,95.0,91.0,93.0,95.0,93.0,,93.0,93.0,64.0,,93.0
Estonia,EST,2016,95.0,93.0,93.0,95.0,93.0,,93.0,93.0,85.0,,93.0
